osm_id,existing_maxspeed,highway,classification,mean_curvature,population,segment_length_km,cap_reason,rf_rec_10pct,rf_rec_20pct,rf_rec_30pct,rf_rec_40pct,rf_rec_50pct,rf_rec_60pct,rf_rec_70pct,rf_rec_80pct,rf_rec_90pct,rf_rec_100pct,has_valid_rec
154271429,40,tertiary,Urban,0.0003405134364,1503456,0.4275655919,Urban - short/dense/curvy,39.99999978189499,,,,,,,,,,True
267606597,40,tertiary,Urban,0.0009564965212,372910,0.3677557735,Urban - short/dense/curvy,,,,,,,,,,,False
53729048,40,tertiary,Urban,0.001334757933,3325385,0.4540601541,Urban - short/dense/curvy,,,,,,,,,,,False
53627678,40,tertiary,Urban,0.003596865186,2051899,0.7098682975,Urban - short/dense/curvy,,,,,,,,,,,False
29495262,30,tertiary,Urban,0.003720299464,703141,0.4890710557,Urban - short/dense/curvy,,,,,,,,,,,False
728191513,40,tertiary,Rural,0.003051755817,109499,0.3342444783,Rural - short or curved,,,,,,,,,,,False
28552791,30,tertiary,Urban,0.005097216085,2960048,0.4935664104,Urban - short/dense/curvy,,,,,,,,,,,False
106993209,80,trunk,Urban,0.0001976297865,697315,12.84256643,Urban - short/dense/curvy,,,,,,,,,,,False
62103039,30,tertiary,Urban,0.001111908737,3325385,0.1585710883,Urban - short/dense/curvy,,,,,,,,,,,False
152830383,60,secondary,Urban,0.005370363737,372910,16.63008026,Urban - short/dense/curvy,,,,,,,,,,,False
30265146,50,trunk,Urban,0.004180656066,3325385,30.42421981,Urban - short/dense/curvy,,,,,,,,,,,False
160192382,30,tertiary,Urban,0.0005283024749,2960048,0.2319154709,Urban - short/dense/curvy,,,,,,,,,,,False
24636221,40,tertiary,Rural,0.0002042146973,38302,1.278438887,Rural - short or curved,,,,,,,,,,,False
32806735,40,tertiary,Urban,0.005213162118,728402,2.110905371,Urban - short/dense/curvy,,,,,,,,,,,False
28188700,40,tertiary,Urban,0.005847340954,2960048,0.7595252455,Urban - short/dense/curvy,,,,,,,,,,,False
51339480,30,tertiary,Urban,0.0003461734994,600783,0.468110995,Urban - short/dense/curvy,,,,,,,,,,,False
1300589677,40,tertiary,Urban,0.02447672431,887399,0.04535881337,Urban - short/dense/curvy,,,,,,,,,,,False
4896186,60,secondary,Urban,0.003570234169,2960048,6.272988901,Urban - short/dense/curvy,,,,,,,,,,,False
47409980,40,tertiary,Urban,0.02234106288,887399,0.8443982238,Urban - short/dense/curvy,,,,,,,,,,,False
28868605,40,tertiary,Urban,0.00184660455,5243536,1.6195227,Urban - short/dense/curvy,,,,,,,,,,,False
4910276,20,tertiary,Urban,0.001615116609,2960048,0.2309371103,Urban - short/dense/curvy,,,,,,,,,,,False
370822568,40,tertiary,Urban,0.002785846815,1503456,0.6063978497,Urban - short/dense/curvy,,,,,,,,,,,False
199028571,40,tertiary,Urban,0.0006054170272,887399,0.1296697382,Urban - short/dense/curvy,,,,,,,,,,,False
35116100,40,tertiary,Urban,8.16e-06,5243536,0.9314172172,Urban - short/dense/curvy,,,,,,,,,,,False
831635292,30,tertiary,Urban,8.33e-05,600783,0.9141357525,Urban - short/dense/curvy,,,,,,,,,,,False
35776890,40,tertiary,Urban,0.001221768728,3325385,0.5486549435,Urban - short/dense/curvy,,,,,,,,,,,False
82162396,40,secondary,Urban,0.0005040811828,3325385,0.917949146,Urban - short/dense/curvy,,,,,,,,,,,False
23959195,30,secondary,Urban,0.0004680627305,5243536,0.5072744882,Urban - short/dense/curvy,,,,,,,,,,,False
88191025,40,tertiary,Urban,0.0004883314567,728402,1.120647686,Urban - short/dense/curvy,,,,,,,,,,,False
92512309,40,tertiary,Rural,0.002799202093,828655,0.3859503522,Rural - short or curved,,,,,,,,,,,False
513164628,60,tertiary,Urban,0.003198364253,5243536,1.083412195,Urban - short/dense/curvy,,,,,,,,,,,False
30069089,30,tertiary,Urban,0.004532446476,703141,0.4976595828,Urban - short/dense/curvy,,,,,,,,,,,False
80482765,40,tertiary,Urban,0.0001916202965,3325385,1.316101924,Urban - short/dense/curvy,,,,,,,,,,,False
68453926,80,trunk,Urban,0.001388846771,3325385,30.81637541,Urban - short/dense/curvy,,,,,,,,,,,False
130503865,60,secondary,Urban,0.0003274885423,1275185,8.164964206,Urban - short/dense/curvy,,,,,,,,,,,False
1293303904,40,tertiary,Urban,0.003703008278,2051899,0.3233983871,Urban - short/dense/curvy,,,,,,,,,,,False
23212320,30,tertiary,Urban,0.000988598989,2960048,2.546117482,Urban - short/dense/curvy,,,,,,,,,,,False
80677124,60,secondary,Urban,0.005184468664,3325385,15.04796233,Urban - short/dense/curvy,,,,,,,,,,,False
1304736613,40,tertiary,Urban,0.00208130077,651813,0.1362088517,Urban - short/dense/curvy,,,,,,,,,,,False
1391081455,20,secondary,Urban,0.0002505506823,2051899,0.6945183104,Urban - short/dense/curvy,,,,,,,,,,,False
22979738,30,tertiary,Urban,0.001016229498,2960048,0.4732337451,Urban - short/dense/curvy,,,,,,,,,,,False
22952883,60,primary,Urban,0.006073875433,2960048,4.23247403,Urban - short/dense/curvy,,,,,,,,,,,False
547223474,40,primary,Urban,0.001838225924,5243536,7.770248356,Urban - short/dense/curvy,,,,,,,,,,,False
109340334,60,tertiary,Urban,0.005424125633,5243536,3.669861461,Urban - short/dense/curvy,,,,,,,,,,,False
687923745,40,tertiary,Urban,0.001687144828,1275185,2.608830379,Urban - short/dense/curvy,,,,,,,,,,,False
166905339,40,tertiary,Urban,0.002013495185,1275185,4.540585315,Urban - short/dense/curvy,,,,,,,,,,,False
90610186,40,tertiary,Urban,0.002231580856,728402,0.8415883849,Urban - short/dense/curvy,,,,,,,,,,,False
27086361,80,primary,Urban,0.001364376571,3325385,115.5126272,Urban - short/dense/curvy,,,,,,,,,,,False
166220880,40,secondary,Urban,0.0006986604553,372910,1.118760639,Urban - short/dense/curvy,,,,,,,,,,,False
23747127,40,tertiary,Urban,0.01303204334,2960048,0.2523446425,Urban - short/dense/curvy,,,,,,,,,,,False
1010879848,80,primary,Urban,0.0005425198999,2051899,1.211257369,Urban - short/dense/curvy,,,,,,,,,,,False
55822155,40,tertiary,Urban,0.0007138928191,600783,1.92378209,Urban - short/dense/curvy,,,,,,,,,,,False
68310849,40,tertiary,Urban,0.001086214515,2051899,1.092362549,Urban - short/dense/curvy,,,,,,,,,,,False
85049443,60,secondary,Urban,0.005726486884,2051899,10.00328391,Urban - short/dense/curvy,,,,,,,,,,,False
94081019,30,tertiary,Urban,0.000332079988,3325385,0.2088063621,Urban - short/dense/curvy,,,,,,,,,,,False
553976430,30,tertiary,Urban,0.01107712961,703141,0.2919858424,Urban - short/dense/curvy,,,,,,,,,,,False
25845123,40,tertiary,Urban,0.003413984024,887399,0.7708305698,Urban - short/dense/curvy,,,,,,,,,,,False
26302583,40,tertiary,Urban,0.01650901709,887399,1.722216255,Urban - short/dense/curvy,,,,,,,,,,,False
23520669,40,tertiary,Urban,0.00678346977,209170,1.629537455,Urban - major/long road,,,,,,,,,,,False
173056931,60,tertiary,Urban,0.001323691619,5243536,4.365317262,Urban - short/dense/curvy,,,,,,,,,,,False
799533700,40,secondary,Urban,0.001345049358,2960048,0.2774466307,Urban - short/dense/curvy,,,,,,,,,,,False
369348565,40,tertiary,Urban,0.0004677469831,697315,1.245323033,Urban - short/dense/curvy,,,,,,,,,,,False
127012099,40,secondary,Urban,0.0007823405645,2051899,6.279452274,Urban - short/dense/curvy,,,,,,,,,,,False
28957488,30,tertiary,Urban,0.001395624655,3325385,1.077661599,Urban - short/dense/curvy,,,,,,,,,,,False
113778936,40,secondary,Rural,3.12e-06,109499,0.3777136345,Rural - short or curved,,,,,,,,,,,False
247106404,40,trunk,Urban,0.0004200925056,2051899,1.083828523,Urban - short/dense/curvy,,,,,,,,,,,False
211228422,40,tertiary,Urban,0.005089486154,5243536,4.084422186,Urban - short/dense/curvy,,,,,,,,,,,False
372150049,40,tertiary,Rural,0.001573005486,205424,2.066117121,Rural - short or curved,,,,,,,,,,,False
28819598,60,secondary,Urban,0.002937808803,887399,2.232617627,Urban - short/dense/curvy,,,,,,,,,,,False
222494313,40,tertiary,Urban,0.0007833865219,3325385,1.073677421,Urban - short/dense/curvy,,,,,,,,,,,False
269944886,60,secondary,Urban,0.0008824911404,2051899,0.2159986985,Urban - short/dense/curvy,,,,,,,,,,,False
389682614,40,tertiary,Urban,0.006147663597,2051899,0.1906907446,Urban - short/dense/curvy,,,,,,,,,,,False
782901154,80,secondary,Urban,0.007554746586,1503456,10.69788963,Urban - short/dense/curvy,,,,,,,,,,,False
163214932,30,tertiary,Urban,0.0005183877216,3325385,0.6505606267,Urban - short/dense/curvy,,,,,,,,,,,False
53456183,30,secondary,Urban,0.001050650605,600783,1.180525986,Urban - short/dense/curvy,,,,,,,,,,,False
157402436,40,tertiary,Urban,0.001765136032,3325385,2.186495483,Urban - short/dense/curvy,,,,,,,,,,,False
84883410,60,secondary,Urban,0.001893893553,2051899,0.8332352064,Urban - short/dense/curvy,,,,,,,,,,,False
23519600,40,tertiary,Urban,0.001160921208,209170,0.148344957,Urban - short/dense/curvy,,,,,,,,,,,False
31888590,40,tertiary,Urban,0.001666486644,2051899,0.5265748143,Urban - short/dense/curvy,,,,,,,,,,,False
225520527,80,primary,Rural,0.005754569981,121033,28.24790543,Rural - short or curved,,,,,,,,,,,False
191850306,50,secondary,Urban,0.002774229417,2051899,3.744916251,Urban - short/dense/curvy,,,,,,,,,,,False
31536714,40,tertiary,Urban,0.001298143734,887399,4.539985457,Urban - short/dense/curvy,,,,,,,,,,,False
31759712,30,secondary,Rural,0.001261495631,38302,1.723654869,Rural - short or curved,,,,,,,,,,,False
237456935,40,tertiary,Urban,0.005438558657,600783,0.1714686699,Urban - short/dense/curvy,30.0,,,,,,,,,,True
13752930,30,tertiary,Urban,0.001543038124,2960048,0.5563648331,Urban - short/dense/curvy,,,,,,,,,,,False
732015271,60,tertiary,Urban,0.01188673926,5243536,1.314430035,Urban - short/dense/curvy,,,,,,,,,,,False
497536845,60,primary,Urban,0.0005878801861,251881,1.450834745,Urban - major/long road,,,,,,,,,,,False
108422456,40,tertiary,Urban,0.003906212128,1503456,3.194694974,Urban - short/dense/curvy,,,,,,,,,,,False
23907787,30,tertiary,Urban,0.004109141821,2960048,0.2049888494,Urban - short/dense/curvy,,,,,,,,,,,False
1009021143,40,tertiary,Urban,0.0005113826224,2051899,0.177457928,Urban - short/dense/curvy,,,,,,,,,,,False
57743591,40,tertiary,Urban,0.0002738596038,697315,1.885211643,Urban - short/dense/curvy,,,,,,,,,,,False
202390943,40,secondary,Urban,0.00482290588,703141,1.231557151,Urban - short/dense/curvy,59.99999828079588,,,,,,,,,,True
91362842,40,tertiary,Urban,0.0002804089251,703141,0.1862266544,Urban - short/dense/curvy,,,,,,,,,,,False
13752595,30,tertiary,Urban,0.003024969024,2960048,0.7416445367,Urban - short/dense/curvy,,,,,,,,,,,False
770972272,40,primary,Urban,0.002015596994,1503456,5.565713066,Urban - short/dense/curvy,,,,,,,,,,,False
97677545,30,secondary,Urban,0.003999800475,2960048,0.08048426428,Urban - short/dense/curvy,,,,,,,,,,,False
246869360,40,tertiary,Urban,0.001118678207,2051899,2.602928042,Urban - short/dense/curvy,,,,,,,,,,,False
149096526,40,tertiary,Urban,0.008144315988,728402,1.977307655,Urban - short/dense/curvy,,,,,,,,,,,False
108179548,60,secondary,Urban,0.002942664775,5243536,2.863781327,Urban - short/dense/curvy,,,,,,,,,,,False
85049429,60,secondary,Urban,0.001370787705,2051899,2.035504045,Urban - short/dense/curvy,,,,,,,,,,,False
266119608,30,tertiary,Urban,0.002653420686,2960048,0.5603245278,Urban - short/dense/curvy,,,,,,,,,,,False
72472581,60,secondary,Urban,0.009800525691,3325385,0.8021965224,Urban - short/dense/curvy,,,,,,,,,,,False
5707692,30,tertiary,Urban,0.001896458331,2960048,0.6778616997,Urban - short/dense/curvy,,,,,,,,,,,False
166219950,30,tertiary,Urban,0.004476647825,372910,0.4422516995,Urban - short/dense/curvy,,,,,,,,,,,False
23520149,60,secondary,Urban,0.0009119318453,209170,0.6462294551,Urban - major/long road,,,,,,,,,,,False
155436839,40,secondary,Urban,0.0004352025017,1503456,9.009044048,Urban - short/dense/curvy,,,,,,,,,,,False
115233269,40,tertiary,Urban,0.001096123799,5243536,0.1411061744,Urban - short/dense/curvy,,,,,,,,,,,False
91734406,60,trunk,Urban,0.0005828283631,703141,26.55787384,Urban - short/dense/curvy,,,,,,,,,,,False
28788664,40,tertiary,Urban,0.001627890716,2960048,0.2378708396,Urban - short/dense/curvy,,,,,,,,,,,False
28951497,40,tertiary,Urban,9.25e-05,3325385,0.7312728076,Urban - short/dense/curvy,,,,,,,,,,,False
20528779,30,tertiary,Urban,0.003969021132,2960048,0.4981449161,Urban - short/dense/curvy,,,,,,,,,,,False
23241531,40,tertiary,Urban,0.0004040140752,651813,0.5789903576,Urban - short/dense/curvy,,,,,,,,,,,False
31536627,40,tertiary,Urban,0.00850382809,887399,2.222812447,Urban - short/dense/curvy,,,,,,,,,,,False
45095282,30,tertiary,Urban,0.01724128471,366358,1.323694502,Urban - short/dense/curvy,,,,,,,,,,,False
124692807,40,secondary,Rural,0.0001316505924,205424,1.943505035,Rural - short or curved,,,,,,,,,,,False
58494774,40,secondary,Urban,0.0009997308557,703141,2.255112828,Urban - short/dense/curvy,,,,,,,,,,,False
628700841,40,tertiary,Urban,0.002337710595,728402,0.9925172906,Urban - short/dense/curvy,,,,,,,,,,,False
903548635,80,primary,Urban,0.0008130725671,5243536,2.219482843,Urban - short/dense/curvy,,,,,,,,,,,False
29354754,40,tertiary,Urban,0.001780900248,3325385,1.06667756,Urban - short/dense/curvy,,,,,,,,,,,False
133256157,40,tertiary,Urban,0.002699673296,5243536,4.724451577,Urban - short/dense/curvy,,,,,,,,,,,False
29671193,40,tertiary,Urban,0.003330555639,703141,2.460083101,Urban - short/dense/curvy,,,,,,,,,,,False
1297142511,80,tertiary,Urban,0.001106111805,1275185,2.20533097,Urban - short/dense/curvy,,,,,,,,,,,False
705703226,30,tertiary,Urban,0.0007555104887,2960048,0.06080496928,Urban - short/dense/curvy,,,,,,,,,,,False
30265735,60,trunk,Urban,0.001598503642,1275185,145.4392202,Urban - short/dense/curvy,,,,,,,,,,,False
208719904,40,tertiary,Urban,0.007076379494,174302,2.129067271,Urban - major/long road,,,,,,,,,,,False
53728264,40,tertiary,Urban,0.0009686026783,3325385,2.484491733,Urban - short/dense/curvy,,,,,,,,,,,False
