city,osm_id,name,highway,lanes,maxspeed,surface,bridge,tunnel,lit,sidewalk,oneway,cycleway,segment_length,segment_width,mean_curvature,aadt,population,classification,city_total_crashes,segment_length_km,crash_rate_per_km
Baguio,58949351,Balatoc Road,secondary,2,40,concrete,0,0,0,0,0,0,2843.421506,20.09518149,0.02090374024,7588,366358,Urban,33,2.843421506,11.60573623
Baguio,42408830,Balsigan,tertiary,2,40,concrete,0,0,0,0,0,0,1028.845318,20.93897426,0.01542556762,21358,366358,Urban,33,1.028845318,32.07479241
Baguio,42408638,Bayan Park Circle,tertiary,2,30,concrete,0,0,0,0,0,0,614.014495,27.6446669,0.02127100293,4045,366358,Urban,33,0.614014495,53.74465956
Baguio,4524659,Ben Palispis Highway,primary,1,30,concrete,1,1,1,0,1,0,8329.251906,24.52523372,0.00461246349,37130,366358,Urban,33,8.329251906,3.961940445
Baguio,938462472,Bonifacio Circle,secondary,2,30,concrete,0,0,0,0,0,0,50.29390758,48.95081966,0.1149345139,20571,366358,Urban,33,0.05029390758,656.1430914
Baguio,28363980,Buhagan Road,primary,2,30,concrete,0,0,0,0,1,0,1320.974558,32.00029518,0.004959509099,24430,366358,Urban,33,1.320974558,24.98155608
Baguio,208427174,Camp John Hay Main Gate,tertiary,2,20,concrete,0,0,0,0,1,0,93.55439983,23.33906305,0.02291867233,44286,366358,Urban,33,0.09355439983,352.7359489
Baguio,28366019,Cariño Street,tertiary,3,30,concrete,0,0,0,0,0,0,209.2240892,32.11797353,0.0003531178546,22868,366358,Urban,33,0.2092240892,157.7256239
Baguio,302531569,City Camp Road,tertiary,2,30,concrete,1,0,0,0,1,0,488.2003437,42.75001858,0.005340572896,11786,366358,Urban,33,0.4882003437,67.59520026
Baguio,124826603,Cordillera Road,tertiary,1,20,concrete,0,0,0,0,0,0,403.7042678,22.42805309,0.01526872286,37991,366358,Urban,33,0.4037042678,81.74300505
Baguio,42408700,Diamond Avenue,tertiary,2,30,concrete,0,0,0,0,0,0,1337.652895,31.10501701,0.01260208578,13549,366358,Urban,33,1.337652895,24.67007706
Baguio,850004571,Dominican Hill Road,tertiary,2,20,concrete,0,0,0,0,0,0,50.06041705,26.26465237,0.007636015616,24265,366358,Urban,33,0.05006041705,659.2034574
Baguio,30161675,Easter Road,secondary,2,30,concrete,1,0,0,0,0,0,514.0622059,52.59171616,0.002851588219,14357,366358,Urban,33,0.5140622059,64.1945656
Baguio,364382641,Eastern Link Circumferential Road,secondary,2,40,concrete,0,0,0,0,0,0,4884.155034,21.74513943,0.01362338139,848,366358,Urban,33,4.884155034,6.756542282
Baguio,45095294,Elpidio Quirino Highway,trunk,2,30,concrete,0,0,0,0,1,0,7390.184385,26.39869154,0.008816749486,21299,366358,Urban,33,7.390184385,4.465382497
Baguio,28365839,Evangelista Street,tertiary,2,30,concrete,0,0,0,0,0,0,915.3645974,20.95139094,0.01185408532,5863,366358,Urban,33,0.9153645974,36.05120855
Baguio,208959840,F. Yandoc Street,secondary,4,30,concrete,0,0,0,0,1,0,308.2098857,50.34424948,0.0008253228143,9334,366358,Urban,33,0.3082098857,107.0698947
Baguio,79386892,Father Carlu Street,primary,3,20,concrete,0,0,0,0,1,0,166.089609,23.83946739,0.005066116818,22628,366358,Urban,33,0.166089609,198.6879263
Baguio,29402119,Felipe Calderon Street,tertiary,2,20,concrete,0,0,1,0,1,0,190.6949907,33.59372604,0.008308760214,9248,366358,Urban,33,0.1906949907,173.0512159
Baguio,30161677,Ferguson Road,secondary,2,30,concrete,1,0,0,0,0,0,1420.506146,25.53482319,0.01100889366,11334,366358,Urban,33,1.420506146,23.23115609
Baguio,42408751,G. H. del Pilar Street,tertiary,2,30,concrete,0,0,0,0,0,0,87.42722227,23.58760786,0.0006288547698,48035,366358,Urban,33,0.08742722227,377.4568051
Baguio,24204934,Gibraltar Road,tertiary,2,30,concrete,0,0,0,0,0,0,1406.595688,20.21905067,0.01093607394,48035,366358,Urban,33,1.406595688,23.46089945
Baguio,844931882,Golden Shower,secondary,2,40,paved,0,0,0,0,0,0,245.9943009,21.27341896,0.0098907023,24739,366358,Urban,33,0.2459943009,134.1494493
Baguio,190596442,Governor Pack Road,trunk,4,30,asphalt,0,0,1,1,1,0,1290.917723,27.7603606,0.005925903901,21358,366358,Urban,33,1.290917723,25.56320934
Baguio,28377803,Harrison Road,trunk,3,30,concrete,0,0,1,1,1,0,1796.710963,28.66707197,0.002865897648,15348,366358,Urban,33,1.796710963,18.36689411
Baguio,43006607,Harrison Road U-Turn Slot,tertiary,2,20,concrete,0,0,0,0,0,0,14.47754238,40.97457199,0.1500552574,19068,366358,Urban,33,0.01447754238,2279.392395
Baguio,42789485,Hillside Road,tertiary,2,30,concrete,1,0,0,0,1,0,1630.455416,29.34690233,0.01517573671,3954,366358,Urban,33,1.630455416,20.23974386
Baguio,42408657,Ignacio Villamor Street,tertiary,2,30,concrete,0,0,0,0,0,0,453.388073,20.69156141,0.00199436445,7415,366358,Urban,33,0.453388073,72.78532887
Baguio,109198493,Jared Pine Bend,primary,2,40,concrete,0,0,0,0,0,0,602.5008678,21.18121735,0.0082504138,9123,366358,Urban,33,0.6025008678,54.77170534
Baguio,42408557,José Felipe Street,tertiary,2,30,concrete,0,0,0,0,0,0,345.8126429,35.77638091,0.004405944037,18667,366358,Urban,33,0.3458126429,95.42739595
Baguio,109201331,Kalapati Street,tertiary,2,30,concrete,0,0,0,0,0,0,293.4576959,21.05171503,0.01612312525,5620,366358,Urban,33,0.2934576959,112.4523243
Baguio,124826624,Kalye Diretso,tertiary,1,20,concrete,0,0,0,0,0,0,139.2893429,30.7150647,0.003952294798,10224,366358,Urban,33,0.1392893429,236.9169049
Baguio,4524664,Kennon Road,trunk,2,30,concrete,1,0,0,0,1,0,8769.480876,31.85775809,0.008813042464,11786,366358,Urban,33,8.769480876,3.763050569
Baguio,109232469,Kisad Road,secondary,2,30,concrete,0,0,1,1,1,0,1150.948314,27.1227414,0.003764070575,37991,366358,Urban,33,1.150948314,28.67200864
Baguio,1169792564,La Trinidad Road,trunk,2,50,asphalt,0,0,1,0,0,0,1194.261579,20.2615139,0.005049101629,10224,366358,Urban,33,1.194261579,27.63213736
Baguio,42408591,Lamug Street,tertiary,2,20,concrete,0,0,0,0,0,0,889.591241,24.68925481,0.0134203302,16431,366358,Urban,33,0.889591241,37.09568899
Baguio,3573993,Legarda Road,secondary,2,30,concrete,0,0,0,0,1,0,1338.293963,28.20183866,0.007683561768,24265,366358,Urban,33,1.338293963,24.65825963
Baguio,8294763,Leonard Wood Road,primary,2,30,asphalt,1,0,1,0,1,0,2153.390368,33.91977904,0.008616199076,14357,366358,Urban,33,2.153390368,15.3246715
Baguio,4524661,Loakan Road,primary,1,30,concrete,1,0,0,0,1,1,8715.596754,26.46179348,0.007622712104,9248,366358,Urban,33,8.715596754,3.786315605
Baguio,124826168,Longlong Road,secondary,2,30,concrete,0,0,0,0,0,0,3153.910838,21.74079169,0.01234437202,10224,366358,Urban,33,3.153910838,10.46320004
Baguio,85417112,Lower General Luna Road,secondary,2,20,concrete,0,0,1,0,0,0,548.330302,22.48872157,0.00651546256,10224,366358,Urban,33,0.548330302,60.18270353
Baguio,997810382,Lower P. Burgos Street,tertiary,2,20,concrete,0,0,0,0,0,0,316.4959071,20.95939504,0.02472768895,10224,366358,Urban,33,0.3164959071,104.2667512
Baguio,45095282,Lucnab Road,tertiary,2,30,concrete,0,0,0,0,0,0,1323.694502,20.7125705,0.01724128471,10224,366358,Urban,33,1.323694502,24.93022367
Baguio,35861058,M. H. del Pilar Street,tertiary,2,30,concrete,0,0,1,0,0,0,277.9336184,24.343654,0.009193275683,4841,366358,Urban,33,0.2779336184,118.7333875
Baguio,42530182,M. Roxas Street,secondary,2,30,concrete,1,0,0,0,1,0,2779.298178,29.5845577,0.00851668252,24265,366358,Urban,33,2.779298178,11.87350111
Baguio,28379948,Mabini Street,tertiary,2,30,concrete,0,0,1,0,1,0,338.0753095,36.01865916,0.00314442552,22868,366358,Urban,33,0.3380753095,97.61138738
Baguio,28397036,Magsaysay Avenue,secondary,2,30,asphalt,1,0,0,1,1,0,3829.510369,38.51646574,0.007436075009,14582,366358,Urban,33,3.829510369,8.617289632
Baguio,53844080,Magsaysay East Service Bypass Road,trunk,1,30,concrete,0,0,0,0,1,0,251.2033615,32.765118,0.0185850141,48035,366358,Urban,33,0.2512033615,131.3676688
Baguio,109147823,Magsaysay West Service Bypass Road,trunk,1,30,asphalt,1,0,0,0,1,0,98.94856928,36.28285031,0.008522572432,48035,366358,Urban,33,0.09894856928,333.5065907
Baguio,42530137,Major Mane Road,secondary,2,30,asphalt,0,0,0,0,0,0,168.5948491,21.86034153,0.001452284473,7415,366358,Urban,33,0.1685948491,195.7355173
Baguio,100281065,Mallare Street,tertiary,2,20,concrete,0,0,0,0,0,0,359.1070799,29.24612189,0.02626522159,23192,366358,Urban,33,0.3591070799,91.89459592
Baguio,8294826,Military Circle,primary,2,20,concrete,0,0,0,0,0,1,82.47464204,84.28925319,0.05022627738,9319,366358,Urban,33,0.08247464204,400.1229855
Baguio,28324280,Military Cut-off Road,secondary,2,30,asphalt,0,0,0,0,1,0,1034.8847,28.73506019,0.008765568454,15348,366358,Urban,33,1.0348847,31.88761028
Baguio,42530164,Monticello Road,secondary,2,40,concrete,0,0,0,0,0,0,1286.381846,23.15833875,0.00962907652,5674,366358,Urban,33,1.286381846,25.6533471
Baguio,92882921,Morning Star Road,tertiary,2,30,concrete,0,0,0,0,0,0,270.9796883,21.14956407,0.01228963133,2940,366358,Urban,33,0.2709796883,121.7803453
Baguio,112703219,Mount Cabuyao Road,tertiary,2,30,concrete,0,0,0,0,0,0,4629.042702,23.00854099,0.01538986582,3329,366358,Urban,33,4.629042702,7.128903777
Baguio,36077386,Muñoz Drive,primary,2,40,concrete,0,0,0,0,0,0,1064.549205,23.16542748,0.003779341439,10377,366358,Urban,33,1.064549205,30.99903682
Baguio,92882922,Mystical Road,tertiary,2,30,concrete,0,0,0,0,0,0,56.63952921,25.53577894,0.01170916628,18301,366358,Urban,33,0.05663952921,582.6319615
Baguio,763513722,NPC Entrance,tertiary,2,20,gravel,0,0,0,0,0,0,264.8629785,28.02031187,0.01738748713,8962,366358,Urban,33,0.2648629785,124.5927241
Baguio,3573891,Nanoy Ilusorio Road,secondary,2,30,concrete,0,0,0,0,0,0,462.4492699,20.67706864,0.004627995111,14792,366358,Urban,33,0.4624492699,71.3591785
Baguio,28377806,North Drive,primary,2,30,concrete,0,0,1,0,1,0,322.992284,30.37570092,0.02292515733,19068,366358,Urban,33,0.322992284,102.1696233
Baguio,109756027,North Sanitary Camp Road,tertiary,2,30,concrete,1,0,1,0,1,0,522.124092,33.37744691,0.01261340879,1501,366358,Urban,33,0.522124092,63.20336584
Baguio,42408618,Old Lucban Extension,tertiary,2,30,concrete,1,0,0,0,1,0,495.1192155,30.73690729,0.008145638528,17467,366358,Urban,33,0.4951192155,66.65061457
Baguio,35908959,Ordonio Drive,tertiary,2,30,concrete/asphalt,0,0,0,0,1,0,2018.491215,32.40542698,0.02136354498,2536,366358,Urban,33,2.018491215,16.348845
Baguio,109351457,Outlook Drive,tertiary,2,30,concrete,0,0,0,0,1,0,2665.435955,23.95628772,0.01012988351,3954,366358,Urban,33,2.665435955,12.38071391
Baguio,29315995,P. Gomez Street,tertiary,2,20,concrete,0,0,0,0,0,0,499.2038984,20.61972753,0.01480677625,30446,366358,Urban,33,0.4992038984,66.105253
Baguio,128830714,PSHS Road,tertiary,2,40,concrete,0,0,0,0,0,0,414.1291104,22.25846949,0.01054177218,6736,366358,Urban,33,0.4141291104,79.6852942
Baguio,331614610,Park Circle,primary,2,20,concrete,0,0,0,0,1,0,166.5570671,34.55625721,0.03825575276,4529,366358,Urban,33,0.1665570671,198.13029
Baguio,554390356,Philex Road,tertiary,2,40,concrete,0,0,0,0,0,0,1252.791823,23.92605744,0.02007013016,37130,366358,Urban,33,1.252791823,26.3411681
Baguio,109201330,Pilar H. Lim Road,secondary,2,30,concrete,0,0,0,0,1,0,761.9459618,26.03934255,0.01082065918,22270,366358,Urban,33,0.7619459618,43.31015801
Baguio,1110013659,Pinsao Loop 3,tertiary,2,20,concrete,0,0,0,0,1,0,24.51054963,32.79464763,0.01248301584,4529,366358,Urban,33,0.02451054963,1346.359037
Baguio,42408692,Pinsao Pilot Project Road,tertiary,2,30,concrete,0,0,0,0,0,0,174.6360239,21.77011984,0.02415789518,7983,366358,Urban,33,0.1746360239,188.9644488
Baguio,209199424,Pinsao Road,tertiary,2,30,concrete,0,0,0,0,1,0,580.3108438,21.05636317,0.02400611875,14592,366358,Urban,33,0.5803108438,56.86607506
Baguio,8426049,Post Office Loop,primary,2,20,asphalt,0,0,1,0,1,0,231.2909769,28.98833845,0.01542209691,4529,366358,Urban,33,0.2312909769,142.6774206
Baguio,66076081,Queen of Peace Road,tertiary,2,30,concrete,0,0,0,0,0,0,915.714612,26.57012864,0.007960049769,37991,366358,Urban,33,0.915714612,36.03742866
Baguio,485773059,R. Palma Street,tertiary,2,40,concrete,0,0,0,0,1,0,213.0257504,23.4316802,0.002162553121,1501,366358,Urban,33,0.2130257504,154.9108497
Baguio,168558579,Rock Quarry Road,tertiary,2,30,concrete,0,0,0,0,0,0,588.5481297,20.49911714,0.0120634769,24956,366358,Urban,33,0.5885481297,56.07018073
Baguio,124826607,San Carlos Heights Road,tertiary,2,20,concrete,0,0,0,0,0,0,1144.580586,23.71416417,0.02316841637,20555,366358,Urban,33,1.144580586,28.8315217
Baguio,346216002,Sanitary Camp Road,tertiary,2,30,concrete,0,0,0,0,0,0,134.7317181,22.3204303,0.01435123024,16431,366358,Urban,33,0.1347317181,244.9311897
Baguio,45060427,Santo Tomas Road,tertiary,2,30,asphalt,0,0,0,0,0,0,3286.096139,24.75345064,0.009801537495,10224,366358,Urban,33,3.286096139,10.04231118
Baguio,29403245,Session Road,primary,2,20,asphalt,0,0,1,0,1,0,975.9975224,30.33610783,0.01182209541,4529,366358,Urban,33,0.9759975224,33.81156124
Baguio,8426154,Shanum Street,secondary,2,30,asphalt,0,0,0,0,1,0,736.7817336,33.21677315,0.009411760326,2940,366358,Urban,33,0.7367817336,44.78938401
Baguio,110390569,Shilan-Beckel Road,secondary,2,30,concrete,0,0,0,0,0,0,2960.100207,20.09107582,0.01699035296,37816,366358,Urban,33,2.960100207,11.14827124
Baguio,28362549,Shuntog Street,trunk,3,20,concrete,0,0,0,0,1,0,249.9119883,46.910438,0.007814724762,4529,366358,Urban,33,0.2499119883,132.0464865
Baguio,28375814,South Drive,secondary,2,30,asphalt,0,0,0,0,1,1,2107.869424,24.26387176,0.005609226975,9463,366358,Urban,33,2.107869424,15.65561871
Baguio,42408635,T. Bugallon Street,tertiary,2,30,concrete,0,0,0,0,0,0,515.6506508,21.6394285,0.0141557656,10332,366358,Urban,33,0.5156506508,63.99681635
Baguio,29402123,T. Claudio Street,tertiary,1,30,concrete,0,0,0,0,1,0,103.6332874,45.36681858,0.005069844767,32699,366358,Urban,33,0.1036332874,318.4305046
Baguio,42911008,T. M. Kalaw Street,secondary,1,60,concrete,0,0,0,0,1,1,590.8516983,34.07420341,0.02017851598,22270,366358,Urban,33,0.5908516983,55.85157848
Baguio,109201321,Tacay Road,secondary,2,30,concrete,1,0,0,0,0,0,2538.703765,25.70284473,0.005468161549,22270,366358,Urban,33,2.538703765,12.99875962
Baguio,847118434,Tawang-Ambiong Road,secondary,2,20,concrete,0,0,0,0,0,0,677.4654548,20.45461339,0.01426848773,4529,366358,Urban,33,0.6774654548,48.71097082
Baguio,8294805,Teacher's Camp Road,tertiary,2,20,concrete,1,0,0,0,1,0,666.199214,31.3565321,0.009100402725,22485,366358,Urban,33,0.666199214,49.53473271
Baguio,763513826,Tengdow Road,tertiary,2,20,concrete,0,0,0,0,0,0,685.5514893,23.78710462,0.01211460123,6736,366358,Urban,33,0.6855514893,48.13642814
Baguio,8426141,UP Drive,trunk,2,30,concrete,0,0,0,0,1,1,472.8165849,23.76447969,0.009193041263,6736,366358,Urban,33,0.4728165849,69.79450606
Baguio,1015247355,Upper Dagsian Road,tertiary,2,30,concrete,0,0,0,0,0,0,712.6087174,21.73307003,0.01611209406,1501,366358,Urban,33,0.7126087174,46.30872342
Baguio,29401086,Upper General Luna Road,secondary,2,20,concrete,0,0,0,0,0,0,616.0789963,23.54849199,0.01297999117,9463,366358,Urban,33,0.6160789963,53.56455941
Baguio,1055234773,Upper P. Burgos Street,tertiary,2,20,concrete,0,0,0,0,0,0,658.1281462,28.28879866,0.02647546755,22270,366358,Urban,33,0.6581281462,50.14221044
Baguio,45095313,Upper Pinsao 1,tertiary,2,20,concrete,0,0,0,0,0,0,121.1655283,22.58547959,0.01117185376,6829,366358,Urban,33,0.1211655283,272.3546908
Baguio,96582025,Upper Sanitary Camp Road,tertiary,2,20,concrete,0,0,0,0,1,0,104.2168906,22.97733936,0.02150950582,14592,366358,Urban,33,0.1042168906,316.6473286
Baguio,8294830,Upper Session Road,primary,1,20,concrete,0,0,1,1,1,1,1236.244636,32.43554672,0.01160841085,20555,366358,Urban,33,1.236244636,26.69374575
Baguio,850004572,Urbano Street,tertiary,3,30,concrete,0,0,0,0,0,0,43.5856874,27.19627638,0.001149347142,6736,366358,Urban,33,0.0435856874,757.1292773
Baguio,24204862,V. L. Romulo Drive,secondary,2,30,concrete,0,0,0,0,0,0,1846.45874,20.74680664,0.004932663788,6736,366358,Urban,33,1.84645874,17.87204842
Baguio,28322905,Vicente Puyat Avenue,primary,2,40,concrete,1,0,0,0,1,0,2205.320113,23.62070774,0.01046464451,37816,366358,Urban,33,2.205320113,14.96381401
Baguio,42789496,West Hillside Road,tertiary,2,30,concrete,0,0,0,0,0,0,388.2116364,26.66064059,0.0223689985,4529,366358,Urban,33,0.3882116364,85.00517992
Baguio,210015311,William E. Delaino,tertiary,2,30,concrete,0,0,0,0,0,0,117.5360886,22.66838823,0.002623252296,7983,366358,Urban,33,0.1175360886,280.7648306
Baguio,168979476,Yap Street,tertiary,2,30,concrete,0,0,0,0,0,0,119.8251134,27.25796639,0.006741770404,6736,366358,Urban,33,0.1198251134,275.4013667
Bayugan,1288106036,Apitong Street,tertiary,2,40,concrete,0,0,0,0,1,0,273.3551523,22.59512865,0.000401375799,2940,109499,Rural,18,0.2733551523,65.84840216
Bayugan,408079106,Balite Drive,tertiary,2,40,concrete,0,0,0,0,1,0,529.1288811,20.59277568,7.45E-05,37816,109499,Rural,18,0.5291288811,34.01817713
Bayugan,110366779,Bayugan City Circle,trunk,2,60,concrete,0,0,0,0,1,0,389.3326361,22.97006854,0.01411428028,4529,109499,Rural,18,0.3893326361,46.23295951
Bayugan,770761765,Bayugan Rotunda,trunk,2,60,concrete,0,0,0,0,1,0,59.8305987,25.23941731,0.01411347311,7983,109499,Rural,18,0.0598305987,300.8494047
Bayugan,677822871,Bayugan-Esperanza Road,primary,4,80,concrete,1,0,0,0,1,0,12775.63812,23.93200848,0.001064468487,9320,109499,Rural,18,12.77563812,1.40893158
Bayugan,408816502,Bayugan-San Luis Road,secondary,2,60,concrete,1,0,0,1,1,0,27235.9376,23.78800363,0.001608669926,6736,109499,Rural,18,27.2359376,0.6608915127
Bayugan,356410741,Bayugan-Tandag Road,secondary,2,60,concrete,1,0,0,1,0,0,38002.95074,27.12992169,0.003178221616,4258,109499,Rural,18,38.00295074,0.4736474313
Bayugan,110366780,Davao-Agusan National Highway,trunk,2,80,asphalt,1,0,0,1,1,0,41900.79982,22.32373506,0.001523808705,10633,109499,Rural,18,41.90079982,0.4295860718
Bayugan,864104151,Esperanza Rotunda,secondary,2,40,concrete,0,0,0,0,1,0,246.8885943,19.99515595,0.02550476699,4529,109499,Rural,18,0.2468885943,72.90737772
Bayugan,309649487,Esperanza – San Luis Road,primary,2,80,paved,0,0,0,0,0,0,11608.4267,20.02456331,0.003576444973,2947,109499,Rural,18,11.6084267,1.550597722
Bayugan,309649480,Esperanza-San Luis Road,primary,2,80,paved,1,0,0,0,0,0,5471.5174,24.91061224,0.0006838960126,9320,109499,Rural,18,5.4715174,3.289763823
Bayugan,408121113,Kalye Pogi,tertiary,4,40,concrete,1,0,0,1,1,0,816.0691113,23.73836986,0.001256475012,4258,109499,Rural,18,0.8160691113,22.05695541
Bayugan,152830383,Las Nieves-Sibagat Road,secondary,2,60,concrete,0,0,0,0,0,0,11196.19964,20.12783702,0.005169352209,2291,109499,Rural,18,11.19619964,1.607688375
Bayugan,397916642,Lawaan Street,tertiary,4,40,concrete,0,0,0,0,1,0,387.0031282,20.8104704,5.36E-06,10633,109499,Rural,18,0.3870031282,46.51125195
Bayugan,113778936,Libres Street,secondary,2,40,concrete,0,0,0,0,1,0,377.7136345,20.83040372,3.12E-06,5713,109499,Rural,18,0.3777136345,47.65515024
Bayugan,408073567,Magkuno Street,tertiary,2,40,concrete,1,0,0,0,1,0,1102.404369,24.07692868,0.0002922182418,6892,109499,Rural,18,1.102404369,16.3279469
Bayugan,113778904,Manggachupoy Street,tertiary,4,40,concrete,0,0,0,0,1,0,366.123273,32.26354107,0.006339160568,4728,109499,Rural,18,0.366123273,49.16376895
Bayugan,728171826,Maygatasan Road,tertiary,2,40,concrete,0,0,0,0,0,0,3087.152954,20.85807564,0.003218933745,9181,109499,Rural,18,3.087152954,5.830614896
Bayugan,113778945,Narra Avenue,trunk,2,60,asphalt,1,0,0,0,1,0,4194.188158,23.16289572,0.0008693827216,1694,109499,Rural,18,4.194188158,4.291652954
Bayugan,408537857,PRJ Bentahon - Mahagcot Road,tertiary,2,40,gravel,0,0,0,0,0,0,2446.520644,20.25526573,0.004986051941,10355,109499,Rural,18,2.446520644,7.357387335
Bayugan,860005802,PRJ Bentahon - San Isidro Road,tertiary,2,40,gravel,0,0,0,0,0,0,1285.414326,20.87124745,0.00778817292,2816,109499,Rural,18,1.285414326,14.00326699
Bayugan,728191513,Pomelo Street,tertiary,4,40,concrete,0,0,0,0,1,0,334.2444783,20.93759738,0.003051755817,5713,109499,Rural,18,0.3342444783,53.85279689
Bayugan,408088511,Sambulawan Street,tertiary,4,40,concrete,0,0,0,0,1,0,403.4698413,25.08326599,0.006147163477,5553,109499,Rural,18,0.4034698413,44.61299993
Bayugan,1326465506,San Isidro - Taganahaw Road,tertiary,2,40,concrete,0,0,0,0,0,0,1492.452987,21.4624083,0.0147053604,11001,109499,Rural,18,1.492452987,12.06068141
Bayugan,408540499,Sibagat-Esperanza Road,secondary,2,80,unpaved,0,0,0,0,1,0,18993.25371,24.92404988,0.002478401598,9320,109499,Rural,18,18.99325371,0.9477049206
Bayugan,354464726,Tahina-Concordia Road,tertiary,2,40,unpaved,0,0,0,0,0,0,1909.476125,20.16263002,0.005239079339,10355,109499,Rural,18,1.909476125,9.426669317
Bayugan,408088509,Valbueco Street,tertiary,4,40,concrete,0,0,0,0,1,0,876.9828957,23.55405692,0.003293535367,6892,109499,Rural,18,0.8769828957,20.52491569
Butuan,166220850,4th Street,tertiary,2,40,concrete,0,0,0,0,0,0,323.6862856,22.14581916,3.63E-07,5713,372910,Urban,77,0.3236862856,237.8846538
Butuan,57011500,A. D. Curato Street,tertiary,2,30,asphalt,0,0,0,1,1,0,696.6842679,22.64334745,2.47E-05,11001,372910,Urban,77,0.6966842679,110.5235234
Butuan,169516704,Abilan Road,tertiary,2,40,concrete,0,0,0,0,0,0,3911.783978,20.89811036,0.002391622093,4728,372910,Urban,77,3.911783978,19.68411355
Butuan,993302469,Agusan-Malaybalay Road,primary,2,80,concrete,0,0,0,0,0,0,1242.562428,20.25237855,0.0006091345479,5713,372910,Urban,77,1.242562428,61.96871744
Butuan,167317098,Andaya Street,tertiary,2,40,concrete,0,0,0,0,1,0,462.6794459,24.63686693,0.0003947832827,10866,372910,Urban,77,0.4626794459,166.4219163
Butuan,152843425,BMC Road,tertiary,2,30,concrete,0,0,0,0,1,0,1123.569,20.55702034,0.001099980972,4258,372910,Urban,77,1.123569,68.53161666
Butuan,267606597,Bacolod City Street,tertiary,2,40,concrete,0,0,0,0,1,0,367.7557735,20.85277501,0.0009564965212,9320,372910,Urban,77,0.3677557735,209.3780861
Butuan,691102023,Balungagan-Ibuan Road,tertiary,2,40,concrete,0,0,0,0,0,0,2144.6035,20.14510683,0.003672549051,10355,372910,Urban,77,2.1446035,35.90407271
Butuan,205148471,Bonbon Capitol Drive,tertiary,2,40,concrete,0,0,0,0,0,0,425.3014604,20.73748288,0.0002827382819,10866,372910,Urban,77,0.4253014604,181.0480498
Butuan,305422266,Buenavista-Bunaguit Road,secondary,2,60,concrete,1,0,0,0,0,0,9074.778163,21.86722964,0.004329169072,5713,372910,Urban,77,9.074778163,8.485055901
Butuan,305422259,Butuan City-Malaybalay Road,primary,2,80,concrete,1,0,0,1,1,0,28612.03006,21.95652635,0.003432809692,5553,372910,Urban,77,28.61203006,2.691175699
Butuan,167433014,Butuan Diversion Road,trunk,2,70,asphalt,1,0,1,1,1,0,20326.41614,27.98249377,0.001514257017,1694,372910,Urban,77,20.32641614,3.788173944
Butuan,1388745479,Butuan West Diversion Road,secondary,3,60,concrete,0,0,0,1,1,0,1464.319195,20.42830856,0.001103532609,11667,372910,Urban,77,1.464319195,52.58416352
Butuan,849739467,Butuan-Buenavista Coastal Road,secondary,2,80,unpaved,0,0,0,0,0,0,1621.525846,20.42692424,5.74E-06,20507,372910,Urban,77,1.621525846,47.48613794
Butuan,169332183,Butuan-Cagayan de Oro-Iligan Road,primary,4,60,paved,1,0,0,1,1,0,10698.27481,23.71785732,0.002254613649,11667,372910,Urban,77,10.69827481,7.197422142
Butuan,152843298,Butuan-Las Nieves Road,secondary,2,60,concrete,1,0,0,0,0,0,30050.17195,25.62700292,0.001309482588,10833,372910,Urban,77,30.05017195,2.562381344
Butuan,169794433,Butuan-Magallanes Road,secondary,2,60,concrete,1,0,0,1,0,0,5553.609718,25.39775076,0.001397708619,5213,372910,Urban,77,5.553609718,13.86485618
Butuan,166219900,Butuan-Masao Port Road,secondary,2,60,concrete,1,0,0,0,0,0,6807.164481,26.20739554,0.001753519679,5480,372910,Urban,77,6.807164481,11.3116115
Butuan,169706262,Butuan-Masao Road,secondary,2,60,concrete,1,0,0,0,0,0,2002.56409,24.96280849,0.0008306204083,5553,372910,Urban,77,2.00256409,38.45070447
Butuan,358849357,Butuan-Tandag Road,secondary,2,80,concrete,1,0,0,1,0,0,26304.07207,23.48931525,0.004926496963,4258,372910,Urban,77,26.30407207,2.927303415
Butuan,166219969,C. T. Montalban Street,tertiary,2,30,concrete,0,0,0,0,0,0,1598.388319,20.19618971,0.0006309518124,5316,372910,Urban,77,1.598388319,48.17352522
Butuan,859189065,C.T. Montalban Street,tertiary,2,30,concrete,1,0,0,0,0,0,727.0950424,29.45840437,0.000241238733,5201,372910,Urban,77,0.7270950424,105.9008734
Butuan,166219922,Capitol Drive,secondary,2,40,concrete,0,0,0,0,0,0,3081.178061,20.20425559,0.00118689335,5480,372910,Urban,77,3.081178061,24.99044147
Butuan,167433011,Capitol-Bonbon Road,secondary,4,40,concrete,1,0,0,0,0,0,2390.922962,24.49763004,0.001623140669,4258,372910,Urban,77,2.390922962,32.20513635
Butuan,61225093,Davao-Agusan National Highway,primary,3,60,asphalt,1,0,0,1,1,0,34009.52866,23.44141329,0.002122965947,6795,372910,Urban,77,34.00952866,2.264071366
Butuan,166220891,Doongan Road,tertiary,2,40,concrete,0,0,0,0,1,0,1731.085344,20.36585997,0.0006492646051,5480,372910,Urban,77,1.731085344,44.48076478
Butuan,693411683,Dulag-Bilay Road,secondary,2,80,concrete,1,0,0,1,0,0,5255.009907,22.93969954,0.001561257031,5553,372910,Urban,77,5.255009907,14.65268408
