city,osm_id,name,highway,lanes,maxspeed,surface,bridge,tunnel,lit,sidewalk,oneway,cycleway,segment_length,segment_width,mean_curvature,aadt,population,classification,city_total_crashes,segment_length_km,crash_rate_per_km
Antipolo,70449249,Cattleya Street,tertiary,2,40,concrete,0,0,0,0,0,0,149.4530504,22.09596121,0.006934785553,25852,887399,Urban,37,0.1494530504,247.5693865
Antipolo,4357045,Champaca Street,tertiary,2,30,asphalt,0,0,1,1,0,0,3167.943378,21.18732745,0.002599808728,28476,887399,Urban,37,3.167943378,11.67950168
Antipolo,4794431,Champagnat Street,tertiary,2,40,asphalt,0,0,1,1,0,0,1215.236686,34.04709208,0.002306425228,25852,887399,Urban,37,1.215236686,30.44674377
Antipolo,147955250,Chestnut Street,tertiary,2,40,concrete,1,0,1,0,0,0,1031.949099,29.58702391,0.0007073310461,25852,887399,Urban,37,1.031949099,35.85448162
Antipolo,25776185,Chickadee,tertiary,2,40,concrete,0,0,0,0,0,0,456.8145423,20.6864853,0.001216234144,36128,887399,Urban,37,0.4568145423,80.99567018
Antipolo,551555320,Chile Street,tertiary,2,20,asphalt,0,0,1,1,0,0,847.9408441,22.04786706,0.0002897975521,25852,887399,Urban,37,0.8479408441,43.63511943
Antipolo,57884305,Clifton,tertiary,2,40,concrete,0,0,0,0,0,0,309.8155503,21.01158375,0.003607711398,22311,887399,Urban,37,0.3098155503,119.425897
Antipolo,32506737,Coconut Palm Street,tertiary,2,40,concrete,0,0,0,0,0,0,209.9351118,21.49405603,9.44E-06,39711,887399,Urban,37,0.2099351118,176.2449344
Antipolo,23087110,Cogeo Avenue,tertiary,2,40,concrete,1,0,0,0,0,0,1291.455791,23.40544584,0.002229848225,60733,887399,Urban,37,1.291455791,28.64983862
Antipolo,4928879,Colonel S. Cruz Street,tertiary,2,40,asphalt,0,0,1,0,0,0,1411.622744,20.22206432,0.001327677223,25852,887399,Urban,37,1.411622744,26.21096901
Antipolo,165278162,Columbus Street,tertiary,2,40,concrete,0,0,0,0,0,0,166.9057476,21.87923334,8.35E-05,28569,887399,Urban,37,0.1669057476,221.6820004
Antipolo,23618458,Corazon C. Aquino Avenue,primary,4,80,asphalt,1,0,1,1,1,0,7243.958873,31.82902755,0.00338934006,22311,887399,Urban,37,7.243958873,5.107704316
Antipolo,27906797,Cosmos Street,tertiary,2,40,paved,0,0,0,0,0,0,245.8437243,21.27521209,0.003300601127,25852,887399,Urban,37,0.2458437243,150.5021131
Antipolo,51759476,Cottonwood Drive,tertiary,2,40,concrete,0,0,0,0,0,0,721.147941,28.02350418,0.001133632519,25852,887399,Urban,37,0.721147941,51.30708679
Antipolo,25776145,Countryside Drive,tertiary,2,40,concrete,1,0,0,0,0,0,456.7183166,25.91047108,0.002284737135,38125,887399,Urban,37,0.4567183166,81.0127351
Antipolo,380038046,Crestwood Drive,tertiary,2,40,concrete,0,0,0,1,1,0,221.8025593,25.68641135,0.001037318047,22311,887399,Urban,37,0.2218025593,166.8150274
Antipolo,90129607,Crocus Street,tertiary,2,40,concrete,0,0,0,0,0,0,209.4543335,21.49714819,0.002549445882,25852,887399,Urban,37,0.2094543335,176.6494843
Antipolo,858953960,DOMSA,secondary,4,60,concrete,0,0,1,0,0,0,1829.93076,24.68912038,0.0018362845,25852,887399,Urban,37,1.82993076,20.21934426
Antipolo,28810477,Daang Bakal Street,tertiary,2,40,concrete,1,0,1,1,0,0,9704.841862,27.18438114,0.00160553023,36128,887399,Urban,37,9.704841862,3.812529923
Antipolo,47483703,Daisy Street,tertiary,2,40,concrete,0,0,0,0,0,0,336.5494727,22.46674917,0.0009162044686,22311,887399,Urban,37,0.3365494727,109.9392601
Antipolo,27906362,Dandelion Street,tertiary,2,40,concrete,1,0,0,0,0,0,612.9041442,28.10335567,0.0007711505007,36983,887399,Urban,37,0.6129041442,60.36833059
Antipolo,27945882,Dansalan Street,tertiary,2,40,concrete,0,0,0,0,0,0,101.8585088,37.81175065,0.007783855486,25852,887399,Urban,37,0.1018585088,363.2489856
Antipolo,25776161,De Los Angeles Drive,tertiary,2,40,concrete,0,0,0,0,0,0,404.7681335,21.81728934,0.001321811279,39711,887399,Urban,37,0.4047681335,91.41035802
Antipolo,5067234,De Los Santos Avenue,tertiary,2,30,concrete,1,0,0,0,0,0,480.9974277,23.0872707,0.003643768889,25852,887399,Urban,37,0.4809974277,76.9234883
Antipolo,319509963,Dela Paz Street,tertiary,2,40,concrete,0,0,0,0,1,0,145.2586236,22.15887291,0.003520312281,25852,887399,Urban,37,0.1452586236,254.7180958
Antipolo,106522339,Dely Street,tertiary,2,40,concrete,0,0,0,0,0,0,475.8451832,22.20706488,0.006080719117,36128,887399,Urban,37,0.4758451832,77.75638234
Antipolo,93014428,Diego Silang Street,tertiary,2,40,concrete,0,0,0,0,0,0,101.3453124,23.09479254,0.001953909911,25852,887399,Urban,37,0.1013453124,365.0884202
Antipolo,235595000,Dinar Street,tertiary,2,40,concrete,0,0,0,0,0,0,593.5634222,28.70607872,0.0004083056086,22311,887399,Urban,37,0.5935634222,62.33537751
Antipolo,671166468,Diversion Road,tertiary,2,40,concrete,0,0,0,0,0,0,670.5047981,20.44738074,0.008071476613,60733,887399,Urban,37,0.6705047981,55.18230459
Antipolo,26470412,Doctor J. San Juan Street,tertiary,2,40,asphalt,0,0,1,1,1,0,177.3704503,25.64892643,0.01256747364,25852,887399,Urban,37,0.1773704503,208.6029546
Antipolo,57884293,Don Celso Tuason,tertiary,2,40,concrete,0,0,0,0,0,0,1298.487949,20.71944567,0.00528653341,31371,887399,Urban,37,1.298487949,28.49468109
Antipolo,31536714,Don Celso Tuason Avenue,tertiary,2,40,concrete,1,0,1,1,0,0,4539.985457,30.74114046,0.001298143734,38125,887399,Urban,37,4.539985457,8.149805842
Antipolo,236150346,Don Hilario Cruz Avenue,tertiary,4,40,concrete,0,0,1,1,1,0,2416.534032,35.11514691,0.0005976100851,25852,887399,Urban,37,2.416534032,15.31118516
Antipolo,26036879,Don Juan,tertiary,2,40,concrete,0,0,0,0,0,0,579.9391885,21.16334139,0.007098507258,28476,887399,Urban,37,0.5799391885,63.79979269
Antipolo,1150416953,Don Lorenzo,tertiary,2,40,concrete,0,0,0,0,0,0,152.9524122,22.04826673,0.006041960427,25852,887399,Urban,37,0.1529524122,241.9053055
Antipolo,27905896,Don Macario Javier,tertiary,2,40,concrete,0,0,0,0,0,0,108.5052762,22.88899422,0.008497262155,38125,887399,Urban,37,0.1085052762,340.9972427
Antipolo,25543310,Dona Juliana Avenue,tertiary,2,40,concrete,0,0,0,0,0,0,984.3238881,20.31685468,0.002876106011,22311,887399,Urban,37,0.9843238881,37.58925334
Antipolo,6492347,Doña Justina Avenue,tertiary,2,40,concrete,1,0,0,0,1,0,1484.616246,25.53886944,0.0114911036,39711,887399,Urban,37,1.484616246,24.92226533
Antipolo,25843175,E. Rodriguez Avenue,primary,5,80,asphalt,0,0,1,1,1,0,4885.926545,29.35312979,0.00927888836,25852,887399,Urban,37,4.885926545,7.572770417
Antipolo,4928881,E. Rodriguez Highway,primary,2,80,asphalt,1,0,1,1,1,0,3981.053364,21.27882721,0.0005361390053,25852,887399,Urban,37,3.981053364,9.294022616
Antipolo,166090987,E. Rodriguez Street,tertiary,2,40,asphalt,0,0,1,0,0,0,1013.118989,28.41178194,0.0004251137054,25852,887399,Urban,37,1.013118989,36.52088294
Antipolo,4357063,East Drive Street,tertiary,2,30,asphalt,0,0,1,1,0,0,1701.791595,30.16732982,0.008610637875,23946,887399,Urban,37,1.701791595,21.74179265
Antipolo,44774056,Eastville Avenue,tertiary,2,40,concrete,0,0,0,0,0,0,885.0194592,21.16194946,0.006533738484,22311,887399,Urban,37,0.8850194592,41.80699036
Antipolo,38860877,Eastwood Road,secondary,2,60,concrete,1,0,1,1,1,0,2779.573919,23.77878369,0.01062201765,25852,887399,Urban,37,2.779573919,13.31139271
Antipolo,98695530,England Street,tertiary,2,40,concrete,0,0,0,0,0,0,145.5589337,22.1547213,0.002213381816,38125,887399,Urban,37,0.1455589337,254.1925738
Antipolo,30125392,Everlasting Street,tertiary,2,40,concrete,0,0,0,0,0,0,223.7198942,21.40199785,9.48E-05,25852,887399,Urban,37,0.2237198942,165.3853813
Antipolo,4794383,F. Balagtas Street,secondary,2,30,asphalt,0,0,1,1,0,0,656.2245164,29.20422421,0.0005137647733,28569,887399,Urban,37,0.6562245164,56.38314186
Antipolo,5019257,F. P. Felix Avenue,secondary,2,60,asphalt,0,0,1,1,1,0,4418.376883,30.44073376,0.0004856781572,25852,887399,Urban,37,4.418376883,8.374115876
Antipolo,35125831,Falcon Avenue,tertiary,1,40,concrete,0,0,0,0,1,0,74.06579068,24.2348133,0.0003170064479,25852,887399,Urban,37,0.07406579068,499.5558632
Antipolo,22770730,Felix V. Manalo Street,tertiary,2,40,concrete,0,0,0,0,0,0,644.3729222,20.98569856,0.001249955287,28476,887399,Urban,37,0.6443729222,57.42016575
Antipolo,167955480,Fermina Compound,tertiary,1,40,concrete,0,0,0,0,1,0,165.9354982,21.87599914,0.01883008886,25852,887399,Urban,37,0.1659354982,222.9782078
Antipolo,4948685,Fifth Street,tertiary,2,20,asphalt,0,0,1,1,1,0,357.5892413,20.87586991,0.004530987585,38125,887399,Urban,37,0.3575892413,103.4706745
Antipolo,23618468,Filipinas Avenue,tertiary,2,40,concrete,1,0,0,0,0,0,1360.857806,27.81382608,0.002606303582,22311,887399,Urban,37,1.360857806,27.18873334
Antipolo,912288621,Florendo,tertiary,2,40,concrete,0,0,0,0,0,0,216.3209418,21.44935871,0.002838925199,39711,887399,Urban,37,0.2163209418,171.0421547
Antipolo,42400837,Fortune Avenue,secondary,2,30,asphalt,0,0,1,1,0,1,974.4206746,24.31603563,0.006967562241,28260,887399,Urban,37,0.9744206746,37.97127972
Antipolo,4794437,G. del Pilar Street,tertiary,2,30,concrete,0,0,1,1,0,0,607.7335046,21.06604203,0.001338408555,25852,887399,Urban,37,0.6077335046,60.88194862
Antipolo,23087112,GSIS Avenue,tertiary,2,40,concrete,1,0,0,0,0,0,817.683104,25.23014628,0.001684842469,25852,887399,Urban,37,0.817683104,45.24980377
Antipolo,7978474,General A. Luna Street,primary,4,80,concrete,1,0,1,1,1,1,5300.469958,32.87129076,0.002901335294,28569,887399,Urban,37,5.300469958,6.980513104
Antipolo,172949019,General A. Ricarte Street,tertiary,2,40,concrete,1,0,0,1,0,0,1014.650892,30.6416927,5.46E-05,22311,887399,Urban,37,1.014650892,36.46574432
Antipolo,4893513,General B. G. Molina Street,tertiary,2,30,asphalt,0,0,1,1,0,0,1457.131088,22.44463252,0.005292264575,39711,887399,Urban,37,1.457131088,25.39236195
Antipolo,23212241,General Luna Street,secondary,2,60,concrete,0,0,1,1,1,0,1007.691479,24.11751367,0.0006777404464,25852,887399,Urban,37,1.007691479,36.71758745
Antipolo,4357049,General Ordoñez Street,secondary,2,40,asphalt,1,0,1,1,0,1,4300.271961,38.26065276,0.001073519858,25852,887399,Urban,37,4.300271961,8.604106981
Antipolo,884700472,Gertrudes Street,tertiary,2,40,concrete,0,0,0,0,0,0,961.9013069,20.32503705,0.003666957079,25852,887399,Urban,37,0.9619013069,38.4654847
Antipolo,55806188,Gladiola Street,tertiary,2,40,concrete,0,0,0,0,0,0,12.09790549,45.92629699,0.007023328154,28476,887399,Urban,37,0.01209790549,3058.380645
Antipolo,23260721,Gloria Extension,tertiary,2,40,asphalt,0,0,0,0,0,0,249.3897936,21.25602504,0.004923108651,25852,887399,Urban,37,0.2493897936,148.3621261
Antipolo,29395752,Gloria Street,tertiary,2,40,asphalt,0,0,0,0,1,0,228.7171446,21.37125493,0.0009251569138,25852,887399,Urban,37,0.2287171446,161.7718692
Antipolo,120416945,Golden City Drive,tertiary,2,40,concrete,0,0,0,0,0,0,599.430947,26.06564858,0.002605242725,38125,887399,Urban,37,0.599430947,61.72520819
Antipolo,27907303,Goldenrain Street,tertiary,2,40,concrete,0,0,0,0,0,0,259.9928325,21.20457863,0.004086407807,22311,887399,Urban,37,0.2599928325,142.3116155
Antipolo,380259872,Gomez 1 Street,tertiary,2,40,concrete,0,0,0,0,1,0,52.62818656,36.08450224,0.0001827474525,39711,887399,Urban,37,0.05262818656,703.045315
Antipolo,887401716,Gomez Street,tertiary,2,40,concrete,0,0,0,0,0,0,78.56206821,33.39202135,0.0001174184453,60733,887399,Urban,37,0.07856206821,470.9651979
Antipolo,135972866,Havila Link Road,tertiary,4,40,concrete,0,0,0,0,1,0,2828.946703,25.11659751,0.00802436447,25852,887399,Urban,37,2.828946703,13.07907284
Antipolo,135969077,Highlands Avenue,tertiary,4,40,concrete,0,0,0,0,1,0,563.2430048,26.59629117,0.01245689516,25852,887399,Urban,37,0.5632430048,65.6910067
Antipolo,135970545,Highlands Avenue Extension,tertiary,4,40,concrete,0,0,0,0,1,0,573.0708645,40.59755323,0.02435415576,25852,887399,Urban,37,0.5730708645,64.56444097
Antipolo,164906835,Highway 2000,primary,4,80,concrete,1,0,1,1,1,0,1771.14419,30.74792094,0.004405622449,56233,887399,Urban,37,1.77114419,20.89045048
Antipolo,26948964,Highway 2000 Phase 2,tertiary,2,40,concrete,1,0,0,1,0,0,410.365688,26.73771175,0.0008180713675,38125,887399,Urban,37,0.410365688,90.16348365
Antipolo,1300377032,Hope Street,tertiary,2,40,concrete,0,0,0,0,0,0,16.68976535,38.75620817,0.06191175118,39711,887399,Urban,37,0.01668976535,2216.927514
Antipolo,5051032,Horizon Street,tertiary,2,40,concrete,0,0,1,1,1,0,600.7225705,21.08569273,0.003534051725,60733,887399,Urban,37,0.6007225705,61.5924918
Antipolo,90625309,Hunter's ROTC Guerilla Avenue,tertiary,2,40,asphalt,1,0,1,1,1,0,942.36906,25.40776279,0.0007114042116,25852,887399,Urban,37,0.94236906,39.26274914
Antipolo,24338983,Ilang-Ilang Street,tertiary,2,40,concrete,0,0,0,0,1,0,223.4680908,26.38036261,0.002946493771,36128,887399,Urban,37,0.2234680908,165.5717372
Antipolo,911226737,Ipil Street,tertiary,2,40,concrete,0,0,0,0,0,0,25.05096873,32.52064574,0.002808582903,25852,887399,Urban,37,0.02505096873,1476.98879
Antipolo,90625303,J. Buenviaje Street,tertiary,2,40,asphalt,1,0,1,1,1,0,252.2800246,29.5670805,0.0008539430898,28569,887399,Urban,37,0.2522800246,146.6624243
Antipolo,26470338,J. G. Garcia Sr. Street,tertiary,2,40,asphalt,0,0,1,1,1,0,258.7095025,21.21127895,0.004300068082,25852,887399,Urban,37,0.2587095025,143.0175531
Antipolo,4948715,J. Molina Street,tertiary,2,20,asphalt,1,0,1,1,0,1,820.4983265,32.14202389,0.003253134958,28569,887399,Urban,37,0.8204983265,45.09454658
Antipolo,47785630,J. P. Rizal Avenue,secondary,2,60,asphalt,1,0,1,1,0,0,1474.185606,28.56655379,0.004798249643,25852,887399,Urban,37,1.474185606,25.09860349
Antipolo,225595157,J. Sumulong Street,tertiary,2,40,asphalt,0,0,0,1,0,0,173.4030132,23.79535557,0.005640661995,38125,887399,Urban,37,0.1734030132,213.3757616
Antipolo,55916432,J.P. Rizal Street,secondary,2,60,concrete,1,0,1,1,1,0,590.3235952,28.80853536,0.003299330587,25852,887399,Urban,37,0.5903235952,62.67748791
Antipolo,1089074095,Japan Street,tertiary,2,30,concrete,0,0,1,1,0,0,64.31640366,24.87674729,1.20E-05,25852,887399,Urban,37,0.06431640366,575.280922
Antipolo,70449255,Jasmin Street,tertiary,2,40,concrete,0,0,0,0,0,0,110.4138916,22.83954384,0.006609648713,25852,887399,Urban,37,0.1104138916,335.1027617
Antipolo,27904928,Jasmine Street,tertiary,2,40,paved,1,0,0,0,0,0,873.4483601,30.05805653,0.000609862508,25852,887399,Urban,37,0.8734483601,42.36083287
Antipolo,4372940,Jose P. Rizal Street,primary,2,40,asphalt,0,0,1,1,0,1,1558.808327,26.62263482,0.0001116293085,25852,887399,Urban,37,1.558808327,23.73608054
Antipolo,23212220,Juan Sumulong Street,tertiary,2,40,concrete,1,0,1,1,1,0,1064.941495,24.84069217,0.0001537323644,25852,887399,Urban,37,1.064941495,34.74369266
Antipolo,171414984,Kadalagahan Street,tertiary,2,40,concrete,0,0,0,1,0,0,93.59363166,23.35073163,0.004536115059,28569,887399,Urban,37,0.09359363166,395.3260424
Antipolo,30177168,Kambal Road,secondary,2,60,concrete,0,0,1,0,0,0,4256.550238,21.63741792,0.003082008446,22311,887399,Urban,37,4.256550238,8.692485212
Antipolo,675752095,Kamia Street,tertiary,2,40,concrete,0,0,0,0,0,0,861.7450155,20.35259789,0.01146556086,25852,887399,Urban,37,0.8617450155,42.93613463
Antipolo,27906491,Kapalaran Street,tertiary,2,40,concrete,0,0,1,1,0,0,266.9130977,26.33733607,0.0009291978509,28476,887399,Urban,37,0.2669130977,138.6218972
Antipolo,4794436,Katipunan Extension Street,tertiary,2,30,concrete,0,0,1,0,0,0,600.5125663,21.14555785,0.006614252113,28569,887399,Urban,37,0.6005125663,61.61403121
Antipolo,4357072,Katipunan Street,tertiary,2,40,concrete,0,0,1,1,0,1,1140.205509,25.01667159,0.0008335606838,25852,887399,Urban,37,1.140205509,32.4502905
Antipolo,23212228,Kaysipot Road,tertiary,2,40,concrete,0,0,0,0,0,0,1564.354852,20.19652563,0.005543935268,28569,887399,Urban,37,1.564354852,23.65192268
Antipolo,276158544,Kaytikling Rotonda,primary,2,80,asphalt,0,0,1,0,1,0,78.70528196,58.86135544,0.06702387384,22311,887399,Urban,37,0.07870528196,470.1082199
Antipolo,31536627,Kingsway,tertiary,2,40,concrete,0,0,0,0,0,0,2222.812447,20.55110103,0.00850382809,38125,887399,Urban,37,2.222812447,16.64557892
